passenger_count|year|distance|count
7|2009|0.0|7
6|2009|39.0|7
0|2009|11.0|7
4|2009|46.0|7
6|2009|36.0|7
6|2009|38.0|6
3|2009|47.0|6
4|2009|47.0|5
0|2009|8.0|5
5|2009|50.0|4
0|2009|10.0|4
213|2009|0.0|4
6|2009|35.0|4
3|2009|50.0|4
0|2009|14.0|4
6|2009|37.0|4
0|2009|19.0|3
6|2009|47.0|2
0|2009|13.0|2
4|2009|50.0|2
0|2009|22.0|2
6|2009|41.0|2
0|2009|12.0|2
129|2009|1.0|2
0|2009|21.0|2
0|2009|17.0|2
8|2009|0.0|2
6|2009|43.0|2
208|2009|1.0|1
208|2009|6.0|1
84|2009|14.0|1
255|2009|4.0|1
6|2009|40.0|1
6|2009|50.0|1
255|2009|1.0|1
165|2009|1.0|1
53|2009|2.0|1
6|2009|49.0|1
129|2009|0.0|1
6|2009|45.0|1
155|2009|17.0|1
69|2009|1.0|1
17|2009|9.0|1
0|2009|20.0|1
134|2009|21.0|1
255|2009|5.0|1
9|2009|0.0|1
0|2009|23.0|1
113|2009|0.0|1
255|2009|0.0|1
164|2009|23.0|1
65|2009|3.0|1
255|2009|2.0|1
0|2009|18.0|1
13|2009|13.0|1
0|2009|31.0|1
6|2009|48.0|1
158|2009|2.0|1
38|2009|1.0|1
1|2010|1.0|43642978
1|2010|2.0|28362023
1|2010|3.0|14057603
2|2010|1.0|9626689
1|2010|4.0|7362336
2|2010|2.0|6571493
1|2010|0.0|5767782
5|2010|1.0|5267903
1|2010|5.0|4271861
5|2010|2.0|3480641
2|2010|3.0|3428977
3|2010|1.0|2809880
1|2010|6.0|2685493
3|2010|2.0|1915944
2|2010|4.0|1848828
5|2010|3.0|1758185
1|2010|7.0|1731844
4|2010|1.0|1344887
1|2010|8.0|1306152
1|2010|9.0|1301452
1|2010|10.0|1180439
2|2010|5.0|1085621
3|2010|3.0|998150
2|2010|0.0|992586
4|2010|2.0|942024
5|2010|4.0|931442
1|2010|11.0|907249
2|2010|6.0|668264
5|2010|0.0|596334
1|2010|12.0|585035
5|2010|5.0|545557
3|2010|4.0|531550
4|2010|3.0|502658
1|2010|18.0|428167
2|2010|7.0|417712
1|2010|17.0|407697
1|2010|13.0|347339
5|2010|6.0|344212
2|2010|9.0|328825
3|2010|5.0|314095
2|2010|8.0|313632
2|2010|10.0|309604
3|2010|0.0|276995
1|2010|19.0|272843
4|2010|4.0|265219
6|2010|1.0|261561
2|2010|11.0|253428
1|2010|16.0|242089
1|2010|14.0|234296
5|2010|7.0|219251
1|2010|15.0|197878
3|2010|6.0|196193
1|2010|20.0|174972
6|2010|2.0|169831
5|2010|9.0|167160
5|2010|8.0|164944
2|2010|12.0|160022
4|2010|5.0|156689
5|2010|10.0|153591
2|2010|18.0|148503
2|2010|17.0|136952
4|2010|0.0|130377
1|2010|21.0|124115
5|2010|11.0|121659
3|2010|7.0|119530
4|2010|6.0|100878
2|2010|13.0|90232
6|2010|3.0|85218
3|2010|8.0|84486
2|2010|19.0|83399
3|2010|9.0|82993
5|2010|12.0|79589
3|2010|10.0|76125
2|2010|16.0|70445
5|2010|18.0|69899
3|2010|11.0|64492
1|2010|22.0|63354
5|2010|17.0|62369
2|2010|14.0|60886
4|2010|7.0|59495
2|2010|20.0|51885
2|2010|15.0|51695
5|2010|13.0|46068
6|2010|4.0|44842
5|2010|19.0|42079
3|2010|12.0|41985
4|2010|8.0|39323
4|2010|9.0|38130
2|2010|21.0|37804
3|2010|18.0|37557
4|2010|10.0|35861
5|2010|16.0|34213
3|2010|17.0|33876
5|2010|14.0|31382
6|2010|0.0|31111
4|2010|11.0|31053
1|2010|23.0|28366
5|2010|15.0|27093
5|2010|20.0|26178
6|2010|5.0|25899
3|2010|13.0|23730
4|2010|18.0|20793
4|2010|12.0|20723
3|2010|19.0|20201
2|2010|22.0|19953
5|2010|21.0|18919
4|2010|17.0|18330
3|2010|16.0|16761
1|2010|24.0|16560
0|2010|1.0|16446
6|2010|6.0|16245
3|2010|14.0|16061
3|2010|15.0|13336
3|2010|20.0|12388
4|2010|13.0|11135
1|2010|25.0|10850
4|2010|19.0|10307
6|2010|7.0|10242
5|2010|22.0|9756
3|2010|21.0|9122
4|2010|16.0|8795
1|2010|26.0|8522
2|2010|23.0|8349
6|2010|8.0|7749
4|2010|14.0|7638
6|2010|9.0|7611
6|2010|10.0|7081
0|2010|0.0|7048
1|2010|27.0|6993
4|2010|15.0|6393
4|2010|20.0|6199
0|2010|2.0|6176
1|2010|28.0|6082
6|2010|11.0|5611
3|2010|22.0|4973
4|2010|21.0|4674
2|2010|24.0|4515
1|2010|29.0|4287
5|2010|23.0|4209
6|2010|12.0|3497
1|2010|30.0|2999
2|2010|25.0|2861
4|2010|22.0|2695
0|2010|3.0|2609
6|2010|18.0|2345
5|2010|24.0|2288
6|2010|17.0|2224
2|2010|26.0|2200
1|2010|31.0|2197
3|2010|23.0|2126
1|2010|32.0|2115
6|2010|13.0|1945
1|2010|33.0|1725
2|2010|27.0|1712
1|2010|34.0|1641
2|2010|28.0|1555
1|2010|35.0|1493
5|2010|25.0|1485
6|2010|19.0|1350
6|2010|14.0|1307
1|2010|36.0|1295
0|2010|4.0|1233
6|2010|16.0|1230
3|2010|24.0|1213
4|2010|23.0|1142
5|2010|26.0|1132
1|2010|37.0|1120
2|2010|29.0|1072
6|2010|15.0|1067
6|2010|20.0|942
5|2010|27.0|916
1|2010|38.0|836
3|2010|25.0|777
5|2010|28.0|731
0|2010|5.0|723
2|2010|30.0|715
1|2010|39.0|679
6|2010|21.0|656
1|2010|40.0|632
4|2010|24.0|607
208|2010|0.0|599
3|2010|26.0|576
5|2010|29.0|569
1|2010|41.0|552
0|2010|6.0|544
2|2010|31.0|534
2|2010|32.0|480
3|2010|27.0|467
1|2010|42.0|456
4|2010|25.0|417
1|2010|43.0|399
2|2010|33.0|395
2|2010|34.0|388
3|2010|28.0|387
5|2010|30.0|351
2|2010|36.0|349
2|2010|35.0|348
6|2010|22.0|333
1|2010|44.0|327
4|2010|26.0|324
1|2010|45.0|300
0|2010|7.0|295
2|2010|37.0|294
3|2010|29.0|293
4|2010|27.0|263
1|2010|47.0|263
5|2010|31.0|258
1|2010|46.0|257
1|2010|48.0|245
4|2010|28.0|238
5|2010|32.0|228
2|2010|38.0|211
3|2010|30.0|208
5|2010|34.0|206
1|2010|50.0|202
1|2010|49.0|200
5|2010|33.0|182
4|2010|29.0|175
5|2010|35.0|172
2|2010|39.0|163
5|2010|36.0|162
3|2010|31.0|153
2|2010|40.0|150
6|2010|23.0|145
0|2010|8.0|144
2|2010|41.0|135
5|2010|37.0|120
3|2010|35.0|116
4|2010|30.0|116
0|2010|11.0|116
1|2010|51.0|116
3|2010|33.0|113
0|2010|10.0|111
3|2010|34.0|110
0|2010|9.0|108
1|2010|53.0|103
3|2010|32.0|102
1|2010|52.0|102
4|2010|31.0|93
3|2010|36.0|91
0|2010|12.0|88
2|2010|43.0|81
2|2010|42.0|81
5|2010|39.0|81
6|2010|24.0|75
1|2010|55.0|75
5|2010|38.0|74
1|2010|54.0|74
4|2010|33.0|72
1|2010|57.0|70
4|2010|34.0|68
4|2010|32.0|68
3|2010|37.0|67
1|2010|56.0|67
2|2010|44.0|65
3|2010|38.0|62
4|2010|35.0|61
1|2010|61.0|59
4|2010|36.0|57
1|2010|58.0|57
6|2010|25.0|55
1|2010|60.0|54
5|2010|40.0|54
1|2010|63.0|53
3|2010|39.0|52
0|2010|13.0|50
2|2010|49.0|50
2|2010|45.0|50
1|2010|59.0|49
5|2010|41.0|48
5|2010|42.0|47
2|2010|46.0|43
6|2010|26.0|43
3|2010|40.0|43
1|2010|65.0|42
4|2010|38.0|40
2|2010|48.0|40
1|2010|81.0|40
6|2010|27.0|39
1|2010|66.0|38
5|2010|43.0|38
2|2010|47.0|38
4|2010|37.0|37
1|2010|64.0|37
1|2010|100.0|35
1|2010|69.0|34
1|2010|70.0|33
1|2010|62.0|33
3|2010|42.0|32
1|2010|68.0|30
4|2010|40.0|30
1|2010|202.0|30
1|2010|80.0|29
5|2010|44.0|29
1|2010|75.0|29
1|2010|74.0|28
1|2010|71.0|28
4|2010|39.0|27
1|2010|174.0|26
1|2010|500.0|26
6|2010|28.0|26
3|2010|41.0|25
1|2010|67.0|24
1|2010|89.0|24
2|2010|50.0|24
1|2010|82.0|23
0|2010|14.0|23
3|2010|44.0|22
1|2010|72.0|22
5|2010|45.0|22
1|2010|84.0|22
1|2010|87.0|21
1|2010|73.0|20
0|2010|16.0|20
1|2010|173.0|20
6|2010|29.0|19
1|2010|170.0|19
1|2010|177.0|19
4|2010|41.0|19
1|2010|88.0|19
1|2010|93.0|18
3|2010|43.0|18
1|2010|168.0|18
1|2010|83.0|18
1|2010|180.0|18
1|2010|92.0|18
1|2010|76.0|17
1|2010|79.0|17
1|2010|77.0|17
1|2010|171.0|17
1|2010|415.0|16
1|2010|183.0|16
1|2010|86.0|16
1|2010|85.0|15
1|2010|169.0|15
1|2010|91.0|15
5|2010|46.0|15
1|2010|175.0|15
1|2010|176.0|15
2|2010|52.0|14
1|2010|167.0|14
2|2010|53.0|14
2|2010|54.0|13
4|2010|44.0|13
1|2010|178.0|13
0|2010|15.0|13
3|2010|48.0|13
1|2010|757.0|13
4|2010|42.0|13
1|2010|166.0|13
1|2010|90.0|13
1|2010|181.0|13
5|2010|47.0|13
5|2010|48.0|12
6|2010|30.0|12
1|2010|179.0|12
4|2010|48.0|12
3|2010|47.0|12
1|2010|172.0|12
1|2010|96.0|12
3|2010|45.0|12
1|2010|146.0|11
1|2010|97.0|11
4|2010|43.0|11
2|2010|51.0|11
2|2010|57.0|11
4|2010|45.0|11
1|2010|95.0|11
1|2010|98.0|11
4|2010|46.0|10
1|2010|78.0|10
5|2010|49.0|10
1|2010|149.0|10
1|2010|185.0|10
2|2010|59.0|9
1|2010|165.0|9
2|2010|60.0|9
3|2010|46.0|9
6|2010|32.0|9
6|2010|33.0|9
2|2010|55.0|9
1|2010|113.0|9
2|2010|56.0|9
1|2010|163.0|9
0|2010|17.0|9
1|2010|160.0|9
4|2010|50.0|9
3|2010|50.0|9
0|2010|19.0|8
2|2010|175.0|8
1|2010|102.0|8
1|2010|94.0|8
2|2010|58.0|8
4|2010|47.0|8
1|2010|157.0|8
6|2010|31.0|8
1|2010|106.0|8
1|2010|151.0|8
0|2010|21.0|8
1|2010|3008332.0|8
1|2010|103.0|8
1|2010|190.0|7
1|2010|192.0|7
1|2010|501.0|7
2|2010|178.0|7
5|2010|50.0|7
5|2010|53.0|7
1|2010|206.0|7
1|2010|164.0|7
1|2010|101.0|7
1|2010|200.0|7
1|2010|159.0|7
2|2010|174.0|7
4|2010|49.0|7
0|2010|18.0|7
1|2010|147.0|7
1|2010|203.0|7
1|2010|193.0|6
2|2010|163.0|6
6|2010|36.0|6
1|2010|3008.0|6
1|2010|191.0|6
1|2010|161.0|6
1|2010|107.0|6
1|2010|197.0|6
1|2010|152.0|6
2|2010|176.0|6
2|2010|69.0|6
6|2010|34.0|6
1|2010|139.0|6
2|2010|67.0|6
2|2010|207.0|6
1|2010|201.0|6
1|2010|130.0|6
1|2010|502.0|6
1|2010|186.0|6
1|2010|99.0|6
1|2010|158.0|6
2|2010|89.0|6
1|2010|204.0|6
1|2010|111.0|6
1|2010|156.0|6
1|2010|215.0|5
3|2010|51.0|5
2|2010|170.0|5
5|2010|52.0|5
1|2010|155.0|5
1|2010|184.0|5
2|2010|166.0|5
3|2010|55.0|5
1|2010|209.0|5
1|2010|188.0|5
1|2010|195.0|5
2|2010|62.0|5
2|2010|81.0|5
1|2010|801.0|5
1|2010|189.0|5
2|2010|64.0|5
1|2010|108.0|5
2|2010|80.0|5
1|2010|800.0|5
2|2010|169.0|5
1|2010|220.0|5
1|2010|112.0|5
1|2010|401.0|5
1|2010|150.0|5
3|2010|57.0|5
1|2010|141.0|5
2|2010|68.0|5
2|2010|168.0|5
1|2010|187.0|5
1|2010|120.0|4
1|2010|140.0|4
1|2010|211.0|4
1|2010|8331800.0|4
1|2010|504.0|4
1|2010|300.0|4
2|2010|85.0|4
1|2010|210.0|4
1|2010|802.0|4
2|2010|100.0|4
2|2010|173.0|4
2|2010|83.0|4
1|2010|126.0|4
5|2010|59.0|4
6|2010|37.0|4
5|2010|54.0|4
1|2010|301.0|4
2|2010|90.0|4
6|2010|43.0|4
2|2010|153.0|4
2|2010|88.0|4
3|2010|60.0|4
3|2010|52.0|4
1|2010|144.0|4
6|2010|46.0|4
2|2010|70.0|4
3|2010|49.0|4
1|2010|162.0|4
1|2010|199.0|4
2|2010|182.0|4
1|2010|131.0|4
3|2010|174.0|4
1|2010|136.0|4
1|2010|143.0|4
1|2010|216.0|4
4|2010|51.0|3
3|2010|81.0|3
1|2010|207.0|3
1|2010|302.0|3
2|2010|84.0|3
1|2010|405.0|3
10|2010|0.0|3
1|2010|725.0|3
1|2010|30083.0|3
2|2010|402.0|3
2|2010|172.0|3
2|2010|183.0|3
2|2010|74.0|3
2|2010|501.0|3
3|2010|54.0|3
1|2010|182.0|3
1|2010|134.0|3
3|2010|173.0|3
1|2010|114.0|3
2|2010|187.0|3
1|2010|1000000.0|3
6|2010|35.0|3
2|2010|171.0|3
4|2010|77.0|3
1|2010|135.0|3
0|2010|22.0|3
1|2010|3180000.0|3
1|2010|223.0|3
2|2010|92.0|3
1|2010|138.0|3
2|2010|301.0|3
1|2010|116.0|3
1|2010|402.0|3
1|2010|110.0|3
3|2010|68.0|3
2|2010|500.0|3
4|2010|82.0|3
1|2010|154.0|3
2|2010|78.0|3
0|2010|20.0|3
1|2010|2840.0|3
1|2010|249.0|3
1|2010|245.0|3
1|2010|132.0|3
0|2010|23.0|3
2|2010|102.0|3
2|2010|61.0|3
2|2010|93.0|3
1|2010|148.0|3
2|2010|165.0|3
1|2010|115.0|3
1|2010|263.0|3
1|2010|105.0|3
2|2010|82.0|3
2|2010|167.0|3
1|2010|252.0|3
1|2010|194.0|3
4|2010|62.0|2
4|2010|71.0|2
2|2010|181.0|2
4|2010|81.0|2
2|2010|86.0|2
250|2010|3.0|2
3|2010|171.0|2
2|2010|177.0|2
4|2010|92.0|2
2|2010|77.0|2
1|2010|3318000.0|2
1|2010|337.0|2
2|2010|180.0|2
3|2010|58.0|2
0|2010|25.0|2
4|2010|58.0|2
7|2010|1.0|2
1|2010|8335700.0|2
3|2010|56.0|2
2|2010|119.0|2
3|2010|69.0|2
1|2010|225.0|2
1|2010|235.0|2
1|2010|282.0|2
1|2010|602.0|2
208|2010|6.0|2
3|2010|84.0|2
1|2010|601.0|2
3|2010|100.0|2
5|2010|56.0|2
3|2010|59.0|2
4|2010|52.0|2
1|2010|196.0|2
2|2010|75.0|2
1|2010|142.0|2
2|2010|136.0|2
1|2010|505.0|2
1|2010|803.0|2
3|2010|175.0|2
0|2010|36.0|2
0|2010|77.0|2
0|2010|24.0|2
1|2010|512.0|2
1|2010|222.0|2
2|2010|274.0|2
1|2010|264.0|2
2|2010|186.0|2
2|2010|185.0|2
1|2010|133.0|2
1|2010|137.0|2
4|2010|166.0|2
5|2010|51.0|2
3|2010|90.0|2
0|2010|27.0|2
2|2010|151.0|2
2|2010|204.0|2
6|2010|38.0|2
6|2010|44.0|2
1|2010|119.0|2
6|2010|53.0|2
1|2010|290000.0|2
1|2010|339.0|2
2|2010|146.0|2
1|2010|104.0|2
2|2010|184.0|2
1|2010|213.0|2
1|2010|81000.0|2
5|2010|57.0|2
5|2010|63.0|2
1|2010|292.0|2
6|2010|39.0|2
2|2010|76.0|2
1|2010|45000.0|2
6|2010|41.0|2
1|2010|309.0|2
1|2010|7000000.0|2
2|2010|192.0|2
1|2010|232.0|2
1|2010|804.0|2
1|2010|605.0|2
2|2010|218.0|2
5|2010|97.0|2
3|2010|301.0|2
1|2010|500000.0|2
1|2010|208.0|2
1|2010|100000.0|2
2|2010|3300000.0|2
1|2010|410.0|2
4|2010|57.0|2
2|2010|133.0|2
1|2010|5000000.0|2
1|2010|2840000.0|2
2|2010|72.0|2
1|2010|290.0|2
2|2010|188.0|2
2|2010|195.0|2
1|2010|11800000.0|2
4|2010|53.0|2
3|2010|76.0|2
1|2010|127.0|2
5|2010|68.0|2
1|2010|808.0|2
1|2010|153.0|2
1|2010|9025000.0|1
1|2010|11800001.0|1
3|2010|8000011.0|1
1|2010|497577.0|1
2|2010|159.0|1
2|2010|101.0|1
1|2010|92974.0|1
5|2010|83.0|1
1|2010|600.0|1
2|2010|1311.0|1
1|2010|701.0|1
2|2010|308.0|1
1|2010|212.0|1
0|2010|32.0|1
51|2010|3.0|1
1|2010|-3684408.0|1
4|2010|252.0|1
1|2010|266.0|1
3|2010|87.0|1
4|2010|6510000.0|1
3|2010|62.0|1
4|2010|171.0|1
1|2010|7997.0|1
1|2010|8400001.0|1
163|2010|3.0|1
1|2010|10083318.0|1
2|2010|273.0|1
2|2010|210.0|1
1|2010|930000.0|1
1|2010|1674581.0|1
1|2010|1026750.0|1
2|2010|300834.0|1
2|2010|502.0|1
2|2010|5043301.0|1
1|2010|18876.0|1
1|2010|324.0|1
3|2010|153.0|1
0|2010|29.0|1
1|2010|250000.0|1
1|2010|536.0|1
1|2010|1200002.0|1
2|2010|118.0|1
2|2010|148.0|1
4|2010|50000.0|1
0|2010|55.0|1
2|2010|164.0|1
1|2010|322.0|1
1|2010|1651.0|1
141|2010|4.0|1
2|2010|96.0|1
3|2010|41000.0|1
3|2010|2840000.0|1
3|2010|136.0|1
1|2010|8000005.0|1
4|2010|99.0|1
1|2010|507.0|1
2|2010|140.0|1
4|2010|56.0|1
1|2010|256.0|1
1|2010|332.0|1
5|2010|101.0|1
1|2010|2789378.0|1
2|2010|2840.0|1
4|2010|401.0|1
3|2010|186.0|1
3|2010|162.0|1
3|2010|185.0|1
1|2010|234.0|1
0|2010|34.0|1
2|2010|2252.0|1
1|2010|13330083.0|1
2|2010|5700000.0|1
1|2010|304.0|1
0|2010|26.0|1
3|2010|638.0|1
3|2010|150.0|1
2|2010|110.0|1
3|2010|401.0|1
1|2010|10100.0|1
1|2010|230.0|1
1|2010|28400.0|1
