passenger_count|year|distance|count
1|2010|350.0|1
1|2010|325.0|1
1|2010|50733.0|1
3|2010|95.0|1
4|2010|55.0|1
1|2010|121.0|1
2|2010|394838.0|1
1|2010|5053284.0|1
91|2010|9.0|1
4|2010|69.0|1
0|2010|38.0|1
3|2010|151.0|1
9|2010|4.0|1
4|2010|70.0|1
1|2010|280.0|1
0|2010|71.0|1
3|2010|70.0|1
3|2010|141.0|1
1|2010|242.0|1
208|2010|1.0|1
3|2010|100000.0|1
3|2010|10083357.0|1
1|2010|368.0|1
1|2010|770.0|1
4|2010|199.0|1
2|2010|800.0|1
3|2010|7469.0|1
4|2010|100005.0|1
3|2010|164.0|1
1|2010|284.0|1
1|2010|241.0|1
4|2010|181.0|1
1|2010|509.0|1
3|2010|305.0|1
2|2010|8000003.0|1
2|2010|409.0|1
2|2010|221.0|1
5|2010|58.0|1
2|2010|4000007.0|1
1|2010|530.0|1
2|2010|238.0|1
3|2010|388.0|1
2|2010|226.0|1
6|2010|56.0|1
1|2010|205.0|1
4|2010|59.0|1
1|2010|3300833.0|1
5|2010|55.0|1
2|2010|67240.0|1
1|2010|425.0|1
4|2010|84.0|1
2|2010|2250100.0|1
2|2010|98.0|1
3|2010|163.0|1
3|2010|177.0|1
3|2010|101.0|1
4|2010|175.0|1
2|2010|1289.0|1
5|2010|-21474834.0|1
133|2010|3.0|1
2|2010|87.0|1
4|2010|164.0|1
2|2010|128.0|1
0|2010|48.0|1
2|2010|143.0|1
1|2010|703.0|1
2|2010|4577.0|1
125|2010|4.0|1
1|2010|123.0|1
2|2010|194.0|1
229|2010|3.0|1
4|2010|163.0|1
65|2010|1.0|1
1|2010|96551.0|1
2|2010|103.0|1
1|2010|710.0|1
2|2010|833180.0|1
4|2010|54.0|1
2|2010|131.0|1
232|2010|722862.0|1
1|2010|348.0|1
4|2010|173.0|1
3|2010|125.0|1
2|2010|290.0|1
1|2010|8009.0|1
1|2010|5083284.0|1
1|2010|1666633.0|1
4|2010|6746333.0|1
2|2010|124.0|1
9|2010|1.0|1
4|2010|60.0|1
3|2010|86.0|1
1|2010|1586820.0|1
4|2010|100.0|1
2|2010|71.0|1
5|2010|70.0|1
1|2010|507332.0|1
1|2010|899306.0|1
4|2010|83.0|1
3|2010|1674186.0|1
4|2010|183.0|1
4|2010|245.0|1
2|2010|111.0|1
3|2010|106.0|1
2|2010|208.0|1
3|2010|132.0|1
1|2010|198.0|1
1|2010|335.0|1
2|2010|158.0|1
1|2010|3350000.0|1
2|2010|105.0|1
3|2010|172.0|1
0|2010|28.0|1
34|2010|4.0|1
3|2010|183.0|1
2|2010|162.0|1
4|2010|74.0|1
1|2010|335550.0|1
1|2010|217.0|1
2|2010|150.0|1
169|2010|15.0|1
4|2010|138.0|1
1|2010|354.0|1
3|2010|166.0|1
6|2010|51.0|1
1|2010|218.0|1
4|2010|140.0|1
2|2010|112.0|1
1|2010|288.0|1
5|2010|75.0|1
2|2010|802.0|1
1|2010|296.0|1
3|2010|138.0|1
2|2010|147.0|1
2|2010|199.0|1
1|2010|820.0|1
1|2010|269.0|1
0|2010|37.0|1
4|2010|170.0|1
2|2010|1000051.0|1
5|2010|127.0|1
1|2010|3017.0|1
3|2010|145.0|1
3|2010|170.0|1
4|2010|211.0|1
0|2010|30.0|1
2|2010|95.0|1
1|2010|396.0|1
1|2010|14328400.0|1
2|2010|99.0|1
1|2010|4500000.0|1
0|2010|43.0|1
2|2010|511.0|1
1|2010|826.0|1
4|2010|172.0|1
1|2010|1500000.0|1
4|2010|180.0|1
2|2010|2655000.0|1
1|2010|5331800.0|1
1|2010|9620100.0|1
5|2010|62.0|1
0|2010|86.0|1
1|2010|690.0|1
1|2010|1302.0|1
4|2010|214.0|1
2|2010|3008332.0|1
2|2010|63.0|1
1|2010|1010015.0|1
3|2010|91.0|1
3|2010|246.0|1
1|2010|406.0|1
58|2010|8.0|1
2|2010|66.0|1
2|2010|811.0|1
5|2010|61.0|1
2|2010|79.0|1
1|2010|81332.0|1
1|2010|145.0|1
1|2010|10000.0|1
1|2010|850.0|1
255|2010|2.0|1
2|2010|209.0|1
1|2010|1174.0|1
2|2010|161.0|1
3|2010|393.0|1
2|2010|107.0|1
1|2010|15010225.0|1
4|2010|415.0|1
1|2010|5851800.0|1
1|2010|403.0|1
1|2010|1097.0|1
2|2010|50333.0|1
1|2010|2624.0|1
1|2010|372.0|1
1|2010|1669532.0|1
25|2010|1.0|1
4|2010|68.0|1
1|2010|262.0|1
1|2010|5143318.0|1
6|2010|61.0|1
1|2010|5000002.0|1
2|2010|1050.0|1
4|2010|757.0|1
4|2010|91.0|1
4|2010|168.0|1
1|2010|661.0|1
1|2010|243.0|1
3|2010|89.0|1
1|2010|260.0|1
1|2010|310.0|1
6|2010|50.0|1
1|2010|321.0|1
3|2010|82.0|1
1|2010|306.0|1
2|2010|304.0|1
3|2010|139.0|1
1|2010|664.0|1
3|2010|334.0|1
255|2010|3.0|1
1|2010|869555.0|1
3|2010|94.0|1
2|2010|30083.0|1
137|2010|18.0|1
3|2010|168.0|1
1|2010|508.0|1
4|2010|813.0|1
1|2010|3000000.0|1
1|2010|125.0|1
1|2010|8001.0|1
1|2010|5001.0|1
2|2010|11800001.0|1
1|2010|6975000.0|1
3|2010|97.0|1
3|2010|9000004.0|1
1|2010|394.0|1
3|2010|65.0|1
2|2010|4242.0|1
1|2010|364.0|1
1|2010|300834.0|1
3|2010|182.0|1
1|2010|14810001.0|1
1|2010|100005.0|1
2|2010|193.0|1
4|2010|72.0|1
1|2010|549.0|1
4|2010|50033.0|1
4|2010|167.0|1
1|2010|702.0|1
1|2010|15328400.0|1
4|2010|188.0|1
2|2010|1090051.0|1
1|2010|8318000.0|1
1|2010|2900.0|1
7|2010|2.0|1
7|2010|18.0|1
1|2010|275.0|1
1|2010|285.0|1
1|2010|11800002.0|1
1|2010|316.0|1
1|2010|158501.0|1
3|2010|134.0|1
2|2010|129.0|1
6|2010|45.0|1
4|2010|258.0|1
2|2010|73.0|1
1|2010|10821306.0|1
3|2010|801.0|1
1|2010|228.0|1
3|2010|505.0|1
1|2010|303.0|1
1|2010|161257.0|1
6|2010|49.0|1
2|2010|8000009.0|1
1|2010|118.0|1
1|2010|73000.0|1
2|2010|25000.0|1
3|2010|167.0|1
3|2010|500.0|1
3|2010|3008.0|1
4|2010|66.0|1
3|2010|78.0|1
2|2010|139.0|1
1|2010|503.0|1
4|2010|178.0|1
2|2010|13700.0|1
3|2010|169.0|1
3|2010|725.0|1
2|2010|223.0|1
1|2010|311.0|1
1|2010|274.0|1
4|2010|242.0|1
4|2010|30083.0|1
2|2010|16201631.0|1
4|2010|551.0|1
1|2010|5013.0|1
2|2010|91.0|1
1|2010|279.0|1
2|2010|94.0|1
1|2010|2501000.0|1
1|2010|6017.0|1
3|2010|420.0|1
1|2010|219.0|1
1|2010|8323008.0|1
1|2010|570.0|1
2|2010|493164.0|1
1|2010|117.0|1
1|2010|8002.0|1
5|2010|65.0|1
5|2010|2705490.0|1
2|2010|900000.0|1
1|2010|806.0|1
1|2010|1005300.0|1
9|2010|2.0|1
1|2010|6900.0|1
1|2010|9700000.0|1
1|2010|921.0|1
1|2010|247.0|1
4|2010|500.0|1
1|2010|511.0|1
2|2010|269.0|1
4|2010|191.0|1
3|2010|66.0|1
0|2010|53.0|1
3|2010|490.0|1
4|2010|301.0|1
3|2010|161.0|1
3|2010|3619.0|1
15|2010|2.0|1
3|2010|191.0|1
1|2010|146806.0|1
2|2010|196.0|1
2|2010|123.0|1
1|2010|658.0|1
1|2010|1800503.0|1
4|2010|67.0|1
2|2010|179.0|1
2|2010|197.0|1
160|2010|1.0|1
4|2010|302.0|1
4|2010|174.0|1
2|2010|114.0|1
6|2010|82.0|1
3|2010|73.0|1
1|2010|124.0|1
1|2010|5000001.0|1
1|2010|4375.0|1
1|2010|6415000.0|1
1|2010|407.0|1
1|2010|293.0|1
4|2010|190.0|1
1|2010|260050.0|1
4|2010|76.0|1
2|2010|801.0|1
1|2010|341.0|1
1|2010|10001.0|1
2|2010|205.0|1
1|2010|833180.0|1
2|2010|65.0|1
1|2010|1090.0|1
8|2010|0.0|1
4|2010|102.0|1
1|2010|50000.0|1
1|2010|2250100.0|1
2|2010|1000000.0|1
2|2010|633180.0|1
6|2010|40.0|1
208|2010|7.0|1
1|2010|601863.0|1
1|2010|409.0|1
1|2010|109.0|1
2|2010|329.0|1
2|2010|142.0|1
3|2010|53.0|1
1|2010|276.0|1
1|2010|327.0|1
0|2010|39.0|1
1|2010|20500.0|1
1|2011|1.0|43837188
1|2011|2.0|29135217
1|2011|3.0|14606729
2|2011|1.0|9475816
1|2011|4.0|7733918
1|2011|0.0|6935461
2|2011|2.0|6611311
5|2011|1.0|5047799
1|2011|5.0|4561713
2|2011|3.0|3472444
5|2011|2.0|3414724
1|2011|6.0|2889811
3|2011|1.0|2844193
3|2011|2.0|1987153
2|2011|4.0|1893789
1|2011|7.0|1849889
5|2011|3.0|1743099
1|2011|8.0|1397125
1|2011|9.0|1381138
4|2011|1.0|1327665
1|2011|10.0|1244614
2|2011|0.0|1161891
2|2011|5.0|1130684
0|2011|1.0|1045196
3|2011|3.0|1037107
4|2011|2.0|953218
1|2011|11.0|938363
5|2011|4.0|930068
2|2011|6.0|702444
0|2011|2.0|626345
1|2011|12.0|604010
3|2011|4.0|558949
6|2011|1.0|556017
5|2011|5.0|553705
5|2011|0.0|532788
4|2011|3.0|508944
1|2011|18.0|482138
1|2011|17.0|454886
2|2011|7.0|438403
6|2011|2.0|379067
1|2011|13.0|361747
5|2011|6.0|351095
2|2011|9.0|343438
3|2011|5.0|335308
3|2011|0.0|329340
2|2011|8.0|328499
2|2011|10.0|322412
1|2011|19.0|306217
0|2011|3.0|300153
4|2011|4.0|271720
1|2011|16.0|268481
2|2011|11.0|257387
1|2011|14.0|247487
5|2011|7.0|224945
1|2011|15.0|214443
3|2011|6.0|211136
6|2011|3.0|194130
1|2011|20.0|193043
5|2011|9.0|168928
5|2011|8.0|168456
4|2011|5.0|164889
2|2011|18.0|163508
2|2011|12.0|161370
5|2011|10.0|154341
0|2011|4.0|151512
2|2011|17.0|150085
0|2011|0.0|148128
4|2011|0.0|144574
1|2011|21.0|135569
3|2011|7.0|128729
5|2011|11.0|119404
4|2011|6.0|105179
6|2011|4.0|104337
2|2011|19.0|91208
3|2011|8.0|90870
2|2011|13.0|90632
3|2011|9.0|89610
0|2011|5.0|88030
3|2011|10.0|81681
5|2011|12.0|77090
2|2011|16.0|76033
5|2011|18.0|72985
1|2011|22.0|70187
3|2011|11.0|67557
5|2011|17.0|65130
2|2011|14.0|62943
6|2011|5.0|62374
4|2011|7.0|61630
6|2011|0.0|58722
2|2011|20.0|55688
0|2011|6.0|55156
2|2011|15.0|54840
5|2011|13.0|45135
5|2011|19.0|44241
3|2011|12.0|44205
4|2011|8.0|41976
3|2011|18.0|41242
4|2011|9.0|40952
2|2011|21.0|40556
6|2011|6.0|39490
4|2011|10.0|38035
3|2011|17.0|36811
5|2011|16.0|34904
0|2011|7.0|34261
4|2011|11.0|32577
5|2011|14.0|31275
1|2011|23.0|30735
5|2011|15.0|27252
5|2011|20.0|26809
6|2011|7.0|25061
3|2011|13.0|24211
4|2011|18.0|22599
3|2011|19.0|22029
4|2011|12.0|21479
2|2011|22.0|21421
0|2011|8.0|20930
4|2011|17.0|20419
6|2011|8.0|19064
5|2011|21.0|19011
6|2011|9.0|18885
3|2011|16.0|18654
1|2011|24.0|18525
6|2011|10.0|17360
3|2011|14.0|16685
0|2011|9.0|14717
3|2011|15.0|14334
6|2011|11.0|13632
3|2011|20.0|13487
1|2011|25.0|12597
0|2011|10.0|12405
4|2011|13.0|11354
4|2011|19.0|11117
1|2011|26.0|10192
0|2011|11.0|9710
3|2011|21.0|9663
5|2011|22.0|9567
4|2011|16.0|9460
6|2011|12.0|8859
2|2011|23.0|8527
1|2011|27.0|8507
4|2011|14.0|7983
0|2011|12.0|7707
1|2011|28.0|7548
6|2011|18.0|6919
4|2011|15.0|6715
4|2011|20.0|6456
6|2011|17.0|6355
1|2011|29.0|5619
3|2011|22.0|5465
0|2011|13.0|5175
6|2011|13.0|4994
2|2011|24.0|4834
4|2011|21.0|4794
0|2011|18.0|4410
0|2011|17.0|4320
6|2011|19.0|4238
0|2011|16.0|4207
1|2011|30.0|3969
5|2011|23.0|3960
0|2011|14.0|3952
6|2011|16.0|3737
6|2011|14.0|3450
0|2011|15.0|3404
0|2011|19.0|3237
2|2011|25.0|3132
1|2011|31.0|3045
6|2011|15.0|2954
1|2011|32.0|2784
6|2011|20.0|2711
4|2011|22.0|2706
2|2011|26.0|2424
1|2011|33.0|2416
5|2011|24.0|2333
3|2011|23.0|2252
1|2011|34.0|2177
0|2011|20.0|2012
1|2011|35.0|1949
2|2011|27.0|1939
6|2011|21.0|1870
1|2011|36.0|1864
2|2011|28.0|1795
5|2011|25.0|1483
1|2011|37.0|1442
0|2011|21.0|1348
1|2011|38.0|1332
3|2011|24.0|1300
2|2011|29.0|1247
4|2011|23.0|1194
1|2011|39.0|1166
5|2011|26.0|1118
1|2011|40.0|1029
6|2011|22.0|952
1|2011|41.0|920
5|2011|27.0|900
2|2011|30.0|859
3|2011|25.0|825
1|2011|42.0|817
5|2011|28.0|741
0|2011|22.0|737
1|2011|43.0|727
4|2011|24.0|689
3|2011|26.0|685
2|2011|31.0|666
1|2011|44.0|660
1|2011|45.0|576
1|2011|46.0|574
5|2011|29.0|541
2|2011|32.0|528
3|2011|27.0|512
1|2011|50.0|501
1|2011|47.0|499
1|2011|48.0|498
3|2011|28.0|464
2|2011|34.0|460
1|2011|49.0|455
2|2011|33.0|455
0|2011|23.0|448
2|2011|35.0|439
4|2011|25.0|433
1|2011|51.0|423
6|2011|23.0|382
2|2011|36.0|372
1|2011|52.0|365
5|2011|30.0|359
4|2011|26.0|345
3|2011|29.0|345
1|2011|53.0|334
4|2011|27.0|320
1|2011|56.0|313
2|2011|37.0|302
1|2011|54.0|298
1|2011|55.0|298
5|2011|32.0|270
5|2011|31.0|267
0|2011|24.0|262
1|2011|57.0|259
4|2011|28.0|259
1|2011|59.0|253
1|2011|58.0|241
2|2011|38.0|241
6|2011|24.0|232
3|2011|30.0|227
1|2011|60.0|215
1|2011|61.0|214
1|2011|62.0|209
0|2011|25.0|207
1|2011|63.0|204
5|2011|33.0|202
1|2011|64.0|191
2|2011|39.0|189
5|2011|34.0|182
4|2011|29.0|177
0|2011|26.0|171
3|2011|31.0|167
1|2011|67.0|165
1|2011|65.0|163
5|2011|35.0|162
1|2011|66.0|161
3|2011|32.0|159
2|2011|40.0|157
1|2011|70.0|153
6|2011|25.0|152
5|2011|37.0|149
1|2011|69.0|149
1|2011|81.0|148
1|2011|68.0|145
5|2011|36.0|145
4|2011|30.0|135
0|2011|28.0|134
3|2011|33.0|132
0|2011|27.0|129
1|2011|75.0|127
2|2011|41.0|124
208|2011|0.0|123
4|2011|31.0|122
1|2011|80.0|121
2|2011|42.0|121
1|2011|71.0|120
1|2011|82.0|118
3|2011|34.0|114
6|2011|27.0|113
1|2011|77.0|111
1|2011|72.0|110
1|2011|73.0|109
6|2011|26.0|107
4|2011|32.0|104
1|2011|76.0|104
1|2011|78.0|102
3|2011|36.0|102
3|2011|35.0|101
1|2011|83.0|100
1|2011|85.0|97
1|2011|84.0|97
1|2011|98.0|97
1|2011|100.0|96
1|2011|88.0|96
1|2011|79.0|95
0|2011|29.0|93
1|2011|74.0|93
5|2011|38.0|92
1|2011|92.0|92
1|2011|87.0|88
1|2011|89.0|87
1|2011|97.0|85
2|2011|43.0|85
1|2011|93.0|83
2|2011|44.0|83
3|2011|37.0|82
4|2011|33.0|80
1|2011|94.0|78
0|2011|32.0|77
6|2011|28.0|77
1|2011|90.0|77
1|2011|95.0|76
4|2011|34.0|73
1|2011|91.0|71
2|2011|45.0|69
1|2011|86.0|69
0|2011|30.0|67
1|2011|96.0|66
5|2011|39.0|64
3|2011|38.0|64
4|2011|36.0|63
4|2011|35.0|61
5|2011|41.0|61
0|2011|31.0|61
1|2011|99.0|60
3|2011|39.0|58
2|2011|50.0|55
2|2011|46.0|54
2|2011|47.0|53
6|2011|29.0|50
4|2011|38.0|50
4|2011|37.0|48
2|2011|48.0|47
5|2011|40.0|46
0|2011|33.0|45
3|2011|40.0|45
2|2011|49.0|45
0|2011|36.0|45
0|2011|34.0|40
0|2011|35.0|39
5|2011|42.0|37
2|2011|51.0|37
2|2011|52.0|35
3|2011|41.0|34
2|2011|53.0|33
0|2011|40.0|33
4|2011|40.0|31
0|2011|38.0|30
6|2011|30.0|29
5|2011|43.0|28
4|2011|39.0|28
3|2011|44.0|27
2|2011|54.0|27
0|2011|47.0|27
3|2011|42.0|27
6|2011|32.0|26
49|2011|0.0|26
2|2011|56.0|26
2|2011|55.0|26
5|2011|44.0|25
6|2011|31.0|25
4|2011|41.0|25
3|2011|43.0|25
0|2011|41.0|24
0|2011|37.0|23
2|2011|61.0|22
4|2011|44.0|22
2|2011|57.0|22
0|2011|39.0|22
6|2011|34.0|21
5|2011|45.0|21
5|2011|46.0|20
2|2011|58.0|19
2|2011|60.0|18
3|2011|46.0|18
6|2011|33.0|17
4|2011|43.0|17
0|2011|42.0|17
0|2011|43.0|17
4|2011|42.0|17
3|2011|50.0|16
2|2011|100.0|16
2|2011|59.0|16
3|2011|47.0|15
3|2011|45.0|15
6|2011|35.0|14
4|2011|46.0|14
0|2011|45.0|14
3|2011|49.0|13
4|2011|48.0|13
3|2011|56.0|13
4|2011|49.0|13
2|2011|81.0|13
5|2011|47.0|12
4|2011|62.0|12
6|2011|36.0|12
10|2011|0.0|12
4|2011|47.0|12
2|2011|71.0|12
2|2011|67.0|11
2|2011|63.0|11
0|2011|46.0|11
5|2011|49.0|11
6|2011|37.0|11
0|2011|52.0|11
3|2011|58.0|11
4|2011|51.0|10
2|2011|80.0|10
0|2011|44.0|10
3|2011|53.0|10
2|2011|65.0|10
2|2011|70.0|10
2|2011|69.0|10
3|2011|48.0|10
4|2011|50.0|10
0|2011|56.0|9
2|2011|68.0|9
2|2011|82.0|9
3|2011|55.0|9
5|2011|55.0|9
5|2011|52.0|9
0|2011|50.0|9
5|2011|54.0|9
2|2011|62.0|9
0|2011|55.0|8
0|2011|48.0|8
2|2011|72.0|8
5|2011|56.0|8
0|2011|49.0|8
2|2011|87.0|8
5|2011|48.0|8
0|2011|58.0|7
2|2011|66.0|7
4|2011|52.0|7
5|2011|50.0|7
3|2011|57.0|7
2|2011|84.0|7
3|2011|51.0|7
2|2011|75.0|7
3|2011|59.0|7
0|2011|57.0|7
3|2011|54.0|7
3|2011|65.0|6
6|2011|38.0|6
5|2011|57.0|6
3|2011|61.0|6
4|2011|60.0|6
4|2011|59.0|6
2|2011|89.0|6
2|2011|90.0|6
2|2011|74.0|6
6|2011|40.0|6
2|2011|99.0|6
0|2011|53.0|6
2|2011|64.0|6
2|2011|88.0|6
2|2011|85.0|5
0|2011|70.0|5
0|2011|51.0|5
4|2011|55.0|5
6|2011|44.0|5
5|2011|53.0|5
0|2011|59.0|5
2|2011|91.0|5
0|2011|54.0|5
0|2011|72.0|5
5|2011|51.0|5
3|2011|69.0|5
5|2011|58.0|5
5|2011|59.0|5
3|2011|52.0|5
4|2011|67.0|5
6|2011|39.0|5
0|2011|69.0|4
4|2011|56.0|4
2|2011|78.0|4
7|2011|2.0|4
0|2011|74.0|4
6|2011|43.0|4
3|2011|66.0|4
3|2011|63.0|4
0|2011|60.0|4
2|2011|83.0|4
2|2011|77.0|4
5|2011|62.0|4
3|2011|62.0|4
2|2011|96.0|4
3|2011|81.0|4
4|2011|45.0|4
0|2011|63.0|4
2|2011|73.0|3
2|2011|76.0|3
4|2011|70.0|3
0|2011|62.0|3
0|2011|71.0|3
4|2011|58.0|3
5|2011|61.0|3
4|2011|83.0|3
5|2011|67.0|3
2|2011|86.0|3
4|2011|66.0|3
2|2011|95.0|3
3|2011|83.0|3
4|2011|85.0|3
3|2011|60.0|3
0|2011|66.0|3
3|2011|100.0|3
0|2011|78.0|3
0|2011|79.0|3
3|2011|72.0|2
6|2011|58.0|2
4|2011|75.0|2
4|2011|88.0|2
5|2011|68.0|2
0|2011|87.0|2
3|2011|91.0|2
2|2011|79.0|2
3|2011|89.0|2
5|2011|65.0|2
3|2011|68.0|2
0|2011|83.0|2
5|2011|78.0|2
4|2011|100.0|2
33|2011|2.0|2
3|2011|73.0|2
4|2011|54.0|2
9|2011|1.0|2
9|2011|0.0|2
4|2011|82.0|2
0|2011|65.0|2
4|2011|97.0|2
3|2011|71.0|2
5|2011|60.0|2
4|2011|57.0|2
6|2011|50.0|2
3|2011|90.0|2
2|2011|92.0|2
3|2011|74.0|2
0|2011|73.0|2
4|2011|61.0|2
6|2011|41.0|2
4|2011|53.0|2
5|2011|77.0|2
9|2011|3.0|2
36|2011|20.0|1
0|2011|92.0|1
3|2011|97.0|1
6|2011|55.0|1
37|2011|2.0|1
61|2011|9.0|1
70|2011|3.0|1
2|2011|93.0|1
129|2011|1.0|1
208|2011|5.0|1
5|2011|89.0|1
10|2011|3.0|1
0|2011|64.0|1
4|2011|81.0|1
3|2011|82.0|1
211|2011|1.0|1
3|2011|94.0|1
0|2011|81.0|1
4|2011|64.0|1
0|2011|75.0|1
6|2011|46.0|1
4|2011|92.0|1
6|2011|62.0|1
5|2011|79.0|1
8|2011|7.0|1
6|2011|48.0|1
2|2011|97.0|1
0|2011|77.0|1
0|2011|90.0|1
8|2011|5.0|1
5|2011|66.0|1
7|2011|17.0|1
7|2011|3.0|1
5|2011|63.0|1
3|2011|76.0|1
3|2011|85.0|1
0|2011|86.0|1
2|2011|94.0|1
5|2011|93.0|1
129|2011|4.0|1
15|2011|3.0|1
0|2011|84.0|1
58|2011|3.0|1
3|2011|79.0|1
3|2011|70.0|1
3|2011|64.0|1
97|2011|2.0|1
4|2011|91.0|1
4|2011|94.0|1
5|2011|75.0|1
4|2011|89.0|1
250|2011|5.0|1
208|2011|19.0|1
5|2011|81.0|1
129|2011|3.0|1
6|2011|47.0|1
0|2011|68.0|1
3|2011|75.0|1
3|2011|98.0|1
47|2011|3.0|1
0|2011|94.0|1
4|2011|72.0|1
6|2011|68.0|1
193|2011|2.0|1
7|2011|10.0|1
0|2011|85.0|1
5|2011|84.0|1
6|2011|53.0|1
5|2011|86.0|1
4|2011|79.0|1
4|2011|63.0|1
7|2011|1.0|1
4|2011|80.0|1
6|2011|61.0|1
0|2011|67.0|1
3|2011|77.0|1
6|2011|57.0|1
5|2011|74.0|1
5|2011|90.0|1
3|2011|84.0|1
5|2011|83.0|1
19|2011|1.0|1
223|2011|1.0|1
3|2011|86.0|1
225|2011|5.0|1
9|2011|18.0|1
6|2011|45.0|1
9|2011|2.0|1
6|2011|49.0|1
2|2011|98.0|1
255|2011|2.0|1
1|2012|1.0|44840931
1|2012|2.0|30533056
1|2012|3.0|15396521
2|2012|1.0|8578938
1|2012|4.0|8210417
2|2012|2.0|6125850
1|2012|0.0|5889503
1|2012|5.0|4882797
5|2012|1.0|4303822
2|2012|3.0|3223033
1|2012|6.0|3098368
5|2012|2.0|2986121
3|2012|1.0|2714014
1|2012|7.0|2005942
3|2012|2.0|1933563
2|2012|4.0|1769746
6|2012|1.0|1748554
5|2012|3.0|1530401
1|2012|8.0|1505349
1|2012|9.0|1479566
1|2012|10.0|1327104
4|2012|1.0|1295110
6|2012|2.0|1205908
2|2012|5.0|1063989
1|2012|11.0|1011828
3|2012|3.0|1005804
4|2012|2.0|941612
2|2012|0.0|875647
5|2012|4.0|822260
2|2012|6.0|667898
1|2012|12.0|658603
6|2012|3.0|615746
3|2012|4.0|546999
1|2012|18.0|533240
0|2012|1.0|522092
4|2012|3.0|497985
5|2012|5.0|495057
1|2012|17.0|486726
5|2012|0.0|436774
2|2012|7.0|423223
1|2012|13.0|394083
1|2012|19.0|341830
2|2012|9.0|332547
6|2012|4.0|331716
3|2012|5.0|329957
2|2012|8.0|318087
0|2012|2.0|314279
5|2012|6.0|313535
2|2012|10.0|310192
1|2012|16.0|297664
1|2012|14.0|271899
4|2012|4.0|269220
3|2012|0.0|258872
2|2012|11.0|250936
1|2012|15.0|235787
1|2012|20.0|209391
3|2012|6.0|208541
5|2012|7.0|203781
6|2012|5.0|198306
6|2012|0.0|173206
4|2012|5.0|164565
2|2012|12.0|158829
2|2012|18.0|155914
5|2012|9.0|154427
5|2012|8.0|153288
0|2012|3.0|151497
1|2012|21.0|148520
5|2012|10.0|139659
2|2012|17.0|139446
3|2012|7.0|129442
6|2012|6.0|126337
4|2012|0.0|122802
5|2012|11.0|110183
4|2012|6.0|104752
3|2012|8.0|92763
3|2012|9.0|90260
2|2012|13.0|89193
2|2012|19.0|88529
3|2012|10.0|82324
6|2012|7.0|81648
1|2012|22.0|78762
0|2012|4.0|76790
2|2012|16.0|74201
0|2012|0.0|70423
5|2012|12.0|70175
3|2012|11.0|68941
5|2012|18.0|65086
6|2012|9.0|63152
4|2012|7.0|62804
6|2012|8.0|62060
2|2012|14.0|61974
6|2012|10.0|57857
5|2012|17.0|56473
2|2012|15.0|53937
2|2012|20.0|53150
6|2012|11.0|45840
3|2012|12.0|45453
0|2012|5.0|44686
4|2012|8.0|43482
4|2012|9.0|43109
5|2012|13.0|40903
4|2012|10.0|40778
3|2012|18.0|40733
5|2012|19.0|39835
2|2012|21.0|39155
3|2012|17.0|35528
4|2012|11.0|34843
1|2012|23.0|34679
5|2012|16.0|31668
6|2012|12.0|29221
5|2012|14.0|28503
0|2012|6.0|27896
6|2012|18.0|26762
3|2012|13.0|25207
5|2012|15.0|24908
5|2012|20.0|24527
6|2012|17.0|23424
4|2012|12.0|23240
4|2012|18.0|22236
3|2012|19.0|22177
2|2012|22.0|21418
1|2012|24.0|20714
3|2012|16.0|18954
4|2012|17.0|18941
0|2012|7.0|17479
6|2012|13.0|17147
3|2012|14.0|17113
5|2012|21.0|17060
6|2012|19.0|16600
3|2012|15.0|14628
1|2012|25.0|13846
3|2012|20.0|13370
6|2012|16.0|13116
4|2012|13.0|12550
6|2012|14.0|11472
1|2012|26.0|11089
4|2012|19.0|11062
0|2012|8.0|10584
6|2012|15.0|10057
6|2012|20.0|10022
3|2012|21.0|9882
4|2012|16.0|9577
1|2012|27.0|9165
5|2012|22.0|8916
2|2012|23.0|8868
1|2012|28.0|8305
4|2012|14.0|8272
0|2012|9.0|7233
4|2012|15.0|7085
6|2012|21.0|6986
4|2012|20.0|6557
1|2012|29.0|6097
0|2012|10.0|6018
3|2012|22.0|5814
4|2012|21.0|5074
2|2012|24.0|4871
0|2012|11.0|4621
1|2012|30.0|4461
5|2012|23.0|3793
0|2012|12.0|3718
6|2012|22.0|3638
1|2012|31.0|3486
2|2012|25.0|3233
1|2012|32.0|3170
4|2012|22.0|3002
1|2012|33.0|2702
0|2012|13.0|2516
2|2012|26.0|2486
1|2012|34.0|2469
3|2012|23.0|2417
1|2012|35.0|2203
2|2012|27.0|2075
0|2012|18.0|2074
5|2012|24.0|2051
1|2012|36.0|2029
0|2012|14.0|1936
0|2012|17.0|1933
2|2012|28.0|1811
0|2012|16.0|1779
1|2012|37.0|1769
0|2012|15.0|1644
6|2012|23.0|1531
0|2012|19.0|1513
1|2012|38.0|1358
1|2012|39.0|1341
5|2012|25.0|1336
3|2012|24.0|1303
2|2012|29.0|1294
4|2012|23.0|1285
1|2012|40.0|1181
1|2012|41.0|1040
5|2012|26.0|946
0|2012|20.0|918
3|2012|25.0|906
2|2012|30.0|894
1|2012|42.0|884
1|2012|43.0|824
6|2012|24.0|816
5|2012|27.0|802
1|2012|44.0|733
4|2012|24.0|712
3|2012|26.0|711
1|2012|45.0|686
5|2012|28.0|671
